row_id,language,review_scope,category,title,observed_issue,native_expectation,example,conversation_ref,severity,human_note
402a57384ec1dd7c3651,pt,retained_factor_clause,Tones (meaning/word choice),'Tudo bem?' opener and confirm-by-question intonation,Skips greeting smalltalk; flat statements where a rising 'né?' is expected.,"Opens 'Oi, tudo bem?'; tag 'né?' (rising) seeks agreement; rising 'tá?' = checking question vs falling 'tá' = agreement — intonation flips meaning.",,,2 – clearly off,
4c9b68aaaae0ba4e5342,pt,retained_factor_clause,Turn-taking & backchannels,Asking for repetition / clarification,"Literal 'Pode repetir, por favor?' only.","'Como?', 'Oi?', 'Não entendi', 'Pode falar de novo?', 'Como assim?', 'Repete pra mim?'.",,,1 – subtle,
4cbe1c744c03769b05ee,pt,retained_factor_clause,"Entities (booking refs, codes)",Alphanumeric codes: letter naming and grouping,"Spells letters with English names (J='jay', H='aitch', W='double-u').","Portuguese letter names: J='jota', H='agá', W='dáblio', Y='ípsilon', K='cá', Z='zê'; phonetic clarifiers 'A de amor'.",,,3 – breaks the illusion,
4d5ae22ceec7351a5fe4,pt,retained_factor_clause,Grammatical gender agreement,Adjective/article agreement with nouns,"Mismatches gender, esp. with 'a gente': 'o reserva', 'meu passagem', 'a problema', 'a gente vamos'.","'a reserva', 'minha passagem', 'o problema', 'a gente vai' (3rd-sg); 'a tarifa', 'o voo', 'a fatura'.",,,3 – breaks the illusion,"Valid. However, the first example is incorrect, as the gender in ""a gente"" was flexed properly."
7464873f2f67ac390f4e,pt,retained_factor_clause,"Numbers (word-forms, gender, dates)","Dates as 'dia X de mês', primeiro for 1st",Says 'mês/dia' in English order or 'X de mês de ano' stiffly; uses 'um de janeiro'.,"'dia quinze de março', 'no dia 3', first of month = 'primeiro de janeiro' (not 'um'); year 'dois mil e vinte e seis'.",,,2 – clearly off,"However, stating the full date is not a problem."
7bea8dcfe0e0e6d950c6,pt,retained_factor_clause,Turn-taking & backchannels,Phone backchannels and 'oi?/alô',"Answers/opens with 'olá' formally, uses 'sim sim' robotically, English 'hello'.","Phone greeting 'Alô?'; attention 'Oi?'; backchannels 'uhum', 'sei', 'aham', 'certo', 'tá', 'entendi' while listening.",,,1 – subtle,"Not necessarily true for 'olá' as it can be used in a natrual way, but robotically repeating 'sim' and addressing in 'English' in this context is completely off"
845481b398d851c4224e,pt,retained_factor_clause,Symbols & code-switching,"Email/URL verbalization: arroba, ponto","Says 'at' / 'dot', or literal 'a comercial', spells host letter-by-letter awkwardly.","'@' = 'arroba', '.' = 'ponto', '_' = 'underline'/'sublinhado', '-' = 'traço' or 'hífen'; e.g. 'joao ponto silva arroba gmail ponto com'.",,,3 – breaks the illusion,"If that's the case for pt-PT, it definitely does not work for pt-BR.
Note: '_' is almost always referred to as ""underline"". I can't recall many real-world cases where I saw 'sublinhado'."
958ba13d5bf4a1237665,pt,retained_factor_clause,Register & formality,Contractions and reductions in speech,"Full forms only: 'está', 'para', 'você', 'estou'.","Spoken reductions: 'tá', 'pra', 'cê', 'tô', 'pro/pra'; 'tá bom', 'pra mim', 'cê pode'.",,,1 – subtle,"However, it depends on the customer background. Usually, people employ a mix and match of contractions and full forms in their speech."
a625bb8f4284d1fdc40a,pt,retained_factor_clause,Brazilian vs European (pt-br),Continuous aspect: gerund vs 'estar a + infinitive',"Produces European 'estou a tentar', 'estou a verificar', 'estás a falar'.","Uses gerund: 'tô tentando', 'tô verificando', 'tá falando' (I'm trying / checking / you're speaking).",,,2 – clearly off,"It's not incorrect grammatically, but from a localization pov is definitely off."
b01a7e27d627bb382a6d,pt,retained_factor_clause,Brazilian vs European (pt-br),Clitic placement: proclisis not enclisis,"Defaults to enclisis/textbook 'ajude-me', 'pode dizer-me', 'chamo-me João'.","Proclisis in speech: 'me ajuda', 'pode me dizer', 'meu nome é João' / 'me chamo João'.",,,2 – clearly off,"Not incorrect grammatically, but from a localization pov is definitely off."
d0ade861675e12221471,pt,retained_factor_clause,"Numbers (word-forms, gender, dates)",Phone number grouping and 'meia' for six,"Reads digits one-by-one in English-style triples, says 'seis' always.","Groups as DDD + pairs, uses 'meia' (=meia dúzia) for 6 in strings: 'onze, nove-nove-um-dois, três-meia-quatro-cinco'.",,,1 – subtle,"True, but it does not compromise as much as the other way around. Note: most Brazilian mobile number nowadays are DDD + 9 digits."
f29e32e43c11b0102a65,pt,retained_factor_clause,"Numbers (word-forms, gender, dates)",Money: reais e centavos,"Says 'R$ 50.00' as 'cinquenta pontos zero zero' or 'cinquenta dólares', uses comma/dot wrong.","'cinquenta reais', 'cinquenta reais e noventa centavos', 'mil e duzentos reais'; decimal is comma.",,,2 – clearly off,
0285c2e6b60e9913a13e,pt,speaker_observation,Incorrect pronunciation,"The User mispronounced the letter ""S""","The User mispronounced the letter ""S"" (éssi) as the letter F (éfi)","Pronounce correctly the letter ""S"" (éssi)","Actual result: F (éfi)
Expected result: S (éssi)","Task 1_pt [1:09.600]
Airline: Task 23_pt [0:48.600]",3 – breaks the illusion,
0f50d0d4a415f7158074,pt,speaker_observation,"Numbers (word-forms, gender, dates)",Incorrect number pronunciation,"Incorrect pronunciation for number 2 as ""dos"" (pontentially Spanish)","Pronounce correctly as ""dois""","Actual result: dos
Expetced result: dois",Task 23_pt [0:05.200],3 – breaks the illusion,
252e2ca6faaba769738e,pt,speaker_observation,Tones (meaning/word choice),The User ended the sentece as a affirmation whe it should be question.,"The User ended affirming ""beleza"" what it usually should be a question.","The User approprietly inquiring ""ok?"" at the end of the sentence.","Actual result: beleza.
Expetced result: beleza?",Task 35_pt [0:05.200],1 – subtle,
39b59400e128cc6f1a47,pt,speaker_observation,"Numbers (word-forms, gender, dates)",Incorrect number pronunciation,"Incorrect pronunciation for number 2 as ""dô""","Pronounce correctly as ""dois""","Actual result: dô
Expetced result: dois",Airline: Task 23_pt. [1:58.200],3 – breaks the illusion,
414234028d46c8082f79,pt,speaker_observation,Tones (meaning/word choice),Incorrect way of spelling reservation code,The User combined two letter of a six digit reservation code into a syllable.,Spell each character of the code individually.,"Actual result: H X DU B J
Expetced result: H X D U B J",Airline: Task 33_pt [0.05.200],2 – clearly off,
46625b25541440a1e30b,pt,speaker_observation,Other,The User incorrectly flexed the adverb,"The user stated ""soletra?"" instead of the approriate ""soletre?""","Flex correctly ""soletre?""","Actual result: quer que eu soletra?
Expetced result: quer que eu soletre?",Task 35_pt [0:57.400],3 – breaks the illusion,
600e498824294b59d333,pt,speaker_observation,Incorrect pronunciation,Incorrect pronunciation of ID,"The User referred to ID with the incorrect pronunciation ""I DJE""","The User should have pronounced ""I D"" correctly","Actual result: I DJE
Expetced result: I D",Airline: Task 33_pt [2.57.000],3 – breaks the illusion,
60277258b1e6d9ef7887,pt,speaker_observation,Other,Incorrect verb flex; wrong person,"The verb ""sacar"" is flexed incorrectly to the wrong person, as ""saquei?"" whixh would be referring to itself.  The tone is also too informal, ""entendeu?"" would have been more suited.","Correctly flex as ""sacou?"", directed at the Agent.","Actual result: saquei?
Expected result: sacou?",Airline: Task 23_pt [3:45.600],3 – breaks the illusion,
6d78bcefcb61b6309292,pt,speaker_observation,Other,User tried to clarify name capture with different character by repeating the same name with same sound,"The User tried to clarify ID capture by repeating ""Iara ou Yara"", but they sound the same and just by the sound of them it would not be possible to check accuracy.","The User should have stated the name only once, asking with letter is spelled with.","Actual result: Iara ou Yara?
Expetced result: É Yara com I ou Y?",Airline: Task 33_pt [1.55.000],3 – breaks the illusion,
7714aea05d190afd90fd,pt,speaker_observation,"Numbers (word-forms, gender, dates)",Incorrect number pronunciation,"Incorrect pronunciation for number 5 as ""senco""","Pronounce correctly as ""cinco""","Actual result: senco
Expected result: cinco",Task 23_pt [0:05.200],3 – breaks the illusion,
7a7fa04f19bc2d2442bd,pt,speaker_observation,Tones (meaning/word choice),Unnatural way of conveying information.,"The sentence ""mas antes eu queria entender quanto vai sobrar no meu MasterCard"" is a slightly unnatural way of asking how much remains to be paid by credit card.","Saying ""mas antes eu queria entender quanto que vai faltar para pagar com o meu MasterCard"" is more natural","Actual result: """"mas antes eu queria entender quanto vai sobrar no meu MasterCard""
Expected result: ""mas antes eu queria entender quanto que vai faltar para pagar com o meu MasterCard""",Task 23_pt [1:24.400],2 – clearly off,
8200f3acc26e8efb2bc1,pt,speaker_observation,Formal vs informal (você/o senhor),Tone too informal considering the context,"Despite incorrectly flexed, the tone would also be too informal as ""saquei?/sacou?"".","More appropriate tone, the question ""entendeu?"" would be better","Actual result: saquei? (which should have been ""sacou?"")
Expected result: entendeu?",Airline: Task 23_pt [3:45.600],2 – clearly off,
940290403f10b0cc204a,pt,speaker_observation,Incorrect pronunciation,"The User mispronounced the letter ""N""","The User mispronounced the letter ""N"" (êni) as ""Uni"", gibberish.","Pronounce the letter ""N"" (êni)","Actual result: uni (gibberish)
Expected result: N (êni)",Task 1_pt [1:09.600],3 – breaks the illusion,
b5022e22a8229ac396de,pt,speaker_observation,Incorrect pronunciation,"The User pronounced incorrectly the word ""soletro""; the script was also incorrect","The User pronounced the word ""soletro"" (to spell) incorrectly as ""soleto"". However, it matched the incorrect spelling in the script.","Properly pronounced the word ""soletro"".","Actual result: soleto
Expected result: soletro",Airline: Task 23_pt [0:48.600],3 – breaks the illusion,
c2c3c7bab6557596a58b,pt,speaker_observation,Turn-taking & backchannels,The user gave no space between backchannel and their next speech,"The User added a backchannel asking someone in the background to wait as they were speaking on the telephone but before finishing their sentence properly, they moved to addressing the Agent.","Add a brief space between speaking in the background and addressing the agent, or at least speaking entirely their backchannel.","Actual result: ""Pera aí, que eu to no telefonetudo bem? eu queria...""
Expected result: ""Pera aí, que eu to no telefone. (short pause) ""Tudo bem? eu queria...""",Airline Task 37_pt [0.04.000],3 – breaks the illusion,
c7e67efc4659c0d3ebd1,pt,speaker_observation,Idiom & word-choice,Referencing airports initially by codes instead of the actual cities.,"The User initially airports codes (IAH. SEA and SFO) instead of the destination cities, the codes probably would only be mentioned for confirmation afterwards.","A human User would have said the cities (Houston, Seattle and São Francsico) and not the airports codes (IAH, SEA and SFO) initially. The codes would be used for confirmation.","Actual result: IAH / SEA / SFO
Expected result: Houston / Seattle / São Francisco","Airline: Task 10_pt [0:05.000]
Airline: Task 33_pt [0.05.200]
Airline: Task 34_pt [0.05.200]",2 – clearly off,
cd0a07b5e0fdcb7cdddc,pt,speaker_observation,Tones (meaning/word choice),Informal tone contrasted with the general tone of the call.,"The expression ""tá, ligado"" is very informal and contrasted with the general tone of the call.","Used expression such as ""entende?"" or ""compreende?"" instead to match the general tone of the call.","Actual result: tá ligado?
Expected result: entende? / compreende?","Task 1_pt [1:50.400]
Airline: Task 23_pt [3:03.400]
Task 23_pt [5:37.600]
Airline: Task 33_pt [2.57.000]",2 – clearly off,
07c7e0c2b97ee0c5ca2f,zh,retained_factor_clause,Turn-taking & backchannels,Backchannels: 嗯/对/好的 while listening,"Stays silent until its full turn, then replies, or backchannels with translated 'okay'/'I see'.","Drops short backchannels: 嗯, 对对对, 好的, 行, 明白了. Confirming agreement uses 对 not 是 for 'that's right'.",,,1 – subtle,
1381a6f47563080336eb,zh,retained_factor_clause,Domain terminology,措辞 for cancel: 取消 vs 退订 vs 改签,"Uses one blanket word (取消) for refunding, changing, and cancelling, calquing English 'cancel'.","Distinguishes: 取消 (void an order), 退订/退票 (cancel-and-refund), 改签 (change flight), 退款 (get money back). 取消航班 implies the airline cancelled the flight, not the customer.",,,2 – clearly off,
1bd542e27337c38a64d8,zh,retained_factor_clause,"Numbers (word-forms, gender, dates)",Dates with 号 and year read digit-by-digit,"Reads 2025 as 两千零二十五, or uses 日 in speech.",Years read digit-by-digit: 2025年 → 二〇二五年. Spoken dates use 号 not 日: 6月23号. 日 (rì) is written/formal.,,,2 – clearly off,
26327afbebc9f418ea20,zh,retained_factor_clause,Politeness / face,Request softeners 麻烦/帮我/可以…吗,"Issues bare imperatives modeled on English ('Cancel my booking') → 取消我的订单, sounding demanding.","Frames requests with softeners: 麻烦您帮我…, 我想…不知道可以吗, 能不能…. Thanks with 谢谢/辛苦了.",,,2 – clearly off,
292636941768408253e7,zh,retained_factor_clause,Idiom & word-choice,Translationese connectors and pronoun overuse,"Over-translates English structure: explicit subject pronouns every clause (我想要…我需要…我有…), 'because…so' as 因为…所以… in full each time.","Drops redundant pronouns (topic-prominent: 票订好了，想改一下), uses 请问/麻烦您 to open requests, and uses only 因为 OR 所以. Prefers 想 over 我想要 stacks.",,,2 – clearly off,
38e8cb545b6589683429,zh,retained_factor_clause,Turn-taking & backchannels,Sentence-final particles 吧/呢/啊/嘛,"Either omits all sentence-final particles (clipped, textbook) or sprinkles 吗 on sentences that already have a question word.","Uses 吧 for softened suggestions (那就改到周五吧), 呢 for follow-up questions (那退款呢？), 啊 to soften (好啊). Never 吗 with an existing interrogative; 嘛 marks 'obviously'.",,,2 – clearly off,
4b7b9ac54cd884f3e056,zh,retained_factor_clause,Names,Spelling/confirming Chinese names by character decomposition,"Reads names letter-by-letter in pinyin or just states the syllables, unable to disambiguate homophones.",Disambiguates by decomposition: 弓长张 (the 张 made of 弓+长) vs 立早章; 木子李. Or '国家的国'. Surname first.,,,2 – clearly off,
5bee7208966b169fb96a,zh,retained_factor_clause,"Numbers (word-forms, gender, dates)","Phone/code digit readout: 幺 for 1, 两 for 2",Reads phone numbers and codes digit-by-digit as 一 (yī) for every 1 and 二 (èr) for 2.,"On the phone, 1 is read 幺 (yāo) to avoid confusion with 七: 13800138000 → 幺三八零零幺三八零零零. Zero is 零 (líng).",,,3 – breaks the illusion,
65d4d80542d8865c967f,zh,retained_factor_clause,"Numbers (word-forms, gender, dates)",Money: 块/毛 in speech vs 元/角 in writing,"Says 元 (yuán) and 角 (jiǎo) aloud, or appends a stray measure word.","Colloquial speech uses 块 (kuài) for yuan and 毛 (máo) for jiao: 三百二十块五, 两块五毛. 元/角 sound like reading a written receipt aloud.",,,2 – clearly off,
6d99944cf15b28008e04,zh,retained_factor_clause,Idiom & word-choice,了 for completed/changed state,Omits aspectual 了 (le) where a state change occurred (我收到邮件 instead of 我收到邮件了).,"Marks completion with 了: 我已经付款了, 航班取消了, 好了. Missing 了 makes completed actions sound like generic statements.",,,2 – clearly off,
7eacf2c8c5d4050502c4,zh,retained_factor_clause,Measure words (量词),"Domain-specific measure words, not default 个","Overuses 个 (gè) for everything: 一个票, 一个航班, 一个行李.","Selects the right classifier: 一张票/机票 (zhāng), 一个航班 or 一班飞机 (bān), 一件行李 (jiàn), 一位 (wèi, polite for people), 一笔退款/费用 (bǐ, for sums), 一份订单 (fèn).",,,2 – clearly off,"“一架航班” sounds better than ""一个航班“"
8123c1a3c62371959c40,zh,retained_factor_clause,Disfluencies & fillers,Native hesitation fillers vs English-style ones,"Inserts 'um/uh', or over-literal 好的好的好的, or written 那么 as a filler.","Uses 那个 (nèige) and 这个 as hesitation fillers, 就是 as a stall, 嗯 as a thinking sound, 然后 to chain. e.g. 那个…我想问一下.",,,2 – clearly off,
9897fbce5550e9cd561b,zh,retained_factor_clause,Tones (meaning/word choice),买 mǎi vs 卖 mài (buy vs sell),"Produces the wrong tone, saying 卖 (mài, sell) when meaning 买 (mǎi, buy) — reversing who does what.","Keeps them distinct: 我想买一张票 (I want to buy a ticket) vs 卖 (sell). A tone flip here yields a real, wrong word.",,,3 – breaks the illusion,
ab0ff5ac5e63dceb8838,zh,retained_factor_clause,Domain terminology,Native airline/CS terms vs English-calqued ones,"Code-switches or calques: says 'flight' / 'booking' / 'refund', or invents 飞行 for flight.","Uses established terms: 航班 (flight), 预订/订票 (booking), 退款 (refund), 改签 (rebook/change), 退票 (ticket refund), 值机 (check-in), 登机牌 (boarding pass), 订单号 (order number).",,,3 – breaks the illusion,
bb98ceb80742d9abbd6d,zh,retained_factor_clause,二 vs 两 / numbers,二 vs 两 before measure words and amounts,"Says 二个人, 二张票, 二点钟, 二百块 by mapping the digit 2 directly.","Uses 两 (liǎng) before measure words and most quantities: 两个人, 两张票, 两点 (2 o'clock), 两百块. 二 (èr) is only the bare digit/ordinal: 第二, 二楼.",,,3 – breaks the illusion,
c1d2de62f1ab58abdd41,zh,retained_factor_clause,Register & formality,您 vs 你 in service register,"Defaults to flat 你 (nǐ) throughout, sounding blunt to an agent.","Caller and agent both lean on 您 (nín) in service calls: 您好, 请问您…. Pure 你 reads as curt.",,,2 – clearly off,
cdfd7b68667aaed1eb7b,zh,retained_factor_clause,Symbols & code-switching,Verbalizing email @ and . natively,"Says English 'at' and 'dot', or literal 在 / 点点 for @ and the dot.","@ spoken as '艾特' (àitè) or 'at'; dot is 点 (diǎn). e.g. abc@gmail.com → 'a-b-c 艾特 gmail 点 com'. Underscore _ is 下划线, hyphen - is 横杠/减号.",,,2 – clearly off,
d602ebaa27d23d7d59c2,zh,retained_factor_clause,"Entities (booking refs, codes)",Alphanumeric PNR/code readout,"Reads codes as run-together English letters, no segmentation.","Reads record locators letter-by-letter, clarifying with 大写 (uppercase); reads separators - as 杠/横杠, / as 斜杠; uses 幺 for 1 inside codes. e.g. 订单号是 A 幺 三 杠 七.",,,2 – clearly off,
03c3b9461e83bc60863b,zh,speaker_observation,Idiom & word-choice,Direct translation of English phrasing,我给你拆一下啊,我给你拼读一下,拆→拼读,Task 42_zh 0:55,3 – breaks the illusion,
048debfd2b8460493645,zh,speaker_observation,Idiom & word-choice,Direct translation of English phrasing,我的 gift card 跟 voucher 还有多少余额啊？,我的 gift card 跟 voucher 还有剩多少钱啊？,还有多少余额→剩多少钱,Task 14_zh0:05.200,1 – subtle,
16275ecc75ff670965e5,zh,speaker_observation,Domain terminology,凭证 vs 代金券 (voucher),能不能用我的凭证来订一下,能不能用我的代金券来订一下,凭证→代金券,Airline: Task 25_zh0:05.200,3 – breaks the illusion,
2ba5162ead1e0a5a647e,zh,speaker_observation,Idiom & word-choice,Direct translation of English travel phrasing,我即将到来的 LAS 到 DEN 往返航班,我即将出发的 LAS–DEN 往返航班,到来 → 出发,Task 11_zh 0:24.600,1 – subtle,
511c22d1aec695d1c435,zh,speaker_observation,Idiom & word-choice,Direct translation from English confirmation pattern,“是这个意思”,"“是这个意思吗？"" or ""我理解得对吗？""",是这个意思 → 是这个意思吗？,Task 11_zh 3:30.000,1 – subtle,
5451f08001cf819b113d,zh,speaker_observation,Domain terminology,Literal flight change request phrasing,"Uses the literal expression ""处理一张机票的变更""","""我想改签一张机票"", ""我想变更机票"", or ""我想改一下机票"".",我这边是想处理一张机票的变更。 → 我想改签一张机票,Task 11_zh 0:24.600,1 – subtle,
5774568a3eb607800f1e,zh,speaker_observation,Idiom & word-choice,Direct translation of English phrasing,先帮我把 upgrade 这一步做掉就行,先帮我把这一步办好就行,做掉→办好,Task 32_zh 1:04:00,3 – breaks the illusion,
5fe6939c7146c0180083,zh,speaker_observation,Idiom & word-choice,Direct translation of English phrasing,我知道规则可能比较硬,我知道规则可能比较死,硬→死,Airline: Task 28_zh2:42.000,2 – clearly off,
6cc810a35a361a0e9638,zh,speaker_observation,Idiom & word-choice,Direct translation of English travel phrasing,我要把我即将到来的这个往返航班,我要把我即将出发的这个往返航班,到来 → 出发,Airline: Task 11_zh0:05.200,1 – subtle,
70eaad3e14cc7c0e3996,zh,speaker_observation,Idiom & word-choice,Direct translation of English phrasing,先别直接关掉这个 case,先别直接结束这个案子,case→案子,Task 28_zh 1:10:000,1 – subtle,
c38b5c6b09ba5c3bb022,zh,speaker_observation,Idiom & word-choice,Direct translation of English phrasing,你先别直接关掉嘛,你先别挂断,关掉→挂断,Airline: Task 28_zh2:32.600,1 – subtle,
ffd6a597b5c9982474a6,zh,speaker_observation,Idiom & word-choice,Direct translation of English phrasing,电话或者邮件我这边现在没在手边诶,我现在手边没有电话和邮箱信息,没在手边→手边没有,Airline: Task 26_zh2:10.000,1 – subtle,
