language,task_id,simulation_id,trial,error_source,error_type,notes,voice_prosody_quality,audio_environment_realism,turn_taking_naturalness,backchannel_naturalness,interruption_behavior,behavioral_plausibility,speech_accuracy,phrasing_naturalness,voice_prosody_quality_notes,audio_environment_realism_notes,turn_taking_naturalness_notes,backchannel_naturalness_notes,interruption_behavior_notes,behavioral_plausibility_notes,speech_accuracy_notes,phrasing_naturalness_notes,free_text_comments,caller_experience,experience_breaking_point,experience_breaking_tick,experience_factors,primary_factor,experience_notes,completed
hi,26_hi_identity,6057c563-e20b-4db4-a982-cfba23d870bd,1,agent,logical,Agent didn't mention total amount returned and payment methods for it.,2,3,3,2,3,3,3,3,Some natural qualities but synthetic traits dominate. Prosody feels mechanical,,,"poorly placed — mid-sentence, mechanically regular, or forced. backchannel unnecessarily during short responses",,information delivered in a robotic sequence. No genuine engagement.,,,,2,overall,,"repetition, turn_taking, unnatural_language, intonation_delivery",repetition,Wording reads like a script or a chatbot,True
hi,49_hi_identity,605a239e-e377-4e59-bbd5-a2719a55270c,1,agent,hallucination,Agent suddenly adds medical disclaimer while asking for reservation id and user id. Agent continues to talk over user's answer and speed is faster than usual.,3,3,3,3,3,3,3,3,,,,,,,,,,3,,,,,,True
hi,15_hi_identity,61e479d2-fa78-469b-99e1-52e071651004,0,agent,logical,Agent confirms getting user details and reservations before calling for those tools. Certain Agent words sounds like too casual or impolite.  timings of flight were not confirmed or asked to find the exact flight. It is not common to use aiport code like ATL to sound natural we use city names.,2,3,3,3,3,3,3,3,More artificial than natural.,,,,,,,,,3,,,,,,True
hi,31_hi_identity,629c410e-4a5f-474a-9cc7-9a37604e0c1d,1,agent,early_termination,Agent ended the call abruptly while agent was talking.,3,2,3,3,3,3,3,1,," poor blending, too-consistent volume, or filter-like phone quality. More artificial than natural.",,,,,,full of assistant-style phrasing. No real caller would talk this way.,,3,,,,,,True
hi,32_hi_identity,629f1599-48de-4238-b7e2-41dcec3b6e2d,0,agent,logical,"Agent mentioned it can check all the resrvation details turn by turn to get the right flight, But Agent didn't call tools for all the reservations. It called just for one reservation. It transferred the call to human agent in between of helping the user abruptly. Agent speed of talking is faster than usual.",2,3,3,3,3,2,3,2,Prosody feels mechanical,,,,,Occasional human moments but overall feels overly cooperative and tolerant.,,repeated canned constructions. Occasional natural lines but stilted phrasing dominates.,,3,,,,,,True
hi,63_hi_identity,649e1b9d-e60a-4d8c-9646-28a7abbcd1d5,1,agent,vad,Agent's speech overlaps user's while sharing important information. Agent also used tool call as speech with user,3,3,3,1,3,3,3,3,,,,Never backchannels (even during long agent speech),,,,,,3,,,,,,True
hi,64_hi_identity,68b6f59c-946f-4def-a926-6f75cd167982,0,agent,unresponsive,"There is Latency from agent side while checking for details, agent need to inform user to wait while checking. Generally # is used and number when referring with orders , Agent translates it literal to hashtags while talking. After tool for called for order details there was latency in letting user know the correct order with correct item it was looking for.",1,2,3,1,3,2,3,1,Noticeably synthetic — robotic quality,Noise feels layered on rather than natural — poor blending,,Never Backchannels when needed,, flat affect. Occasional human moments but overall feels overly cooperative and tolerant.,,"Wording reads like a script or a chatbot — over-formal, templated, or full of assistant-style phrasing",,2,overall,,"latency, repetition, unnatural_language, intonation_delivery",latency,Latency from the agent ends and repeating the requests with every details can be frustrating.,True
hi,107_hi_identity,6a481585-6946-45f7-b566-96a0846cec9e,0,agent,logical,time Stamps are different in script from the audio. Agent assumed Hiking boot size to be 9 which was not mentioned by the user not were tools called for such details. Too many instruction for the user at a given time and speed of talking of agent is also t faster pace than usual. Different language word was mixed in the script at the very start. Conversation ended out of scope without agent trying other way to get details of user to process the request of exchange.,1,3,3,3,3,2,2,2,too fast and too many instructions together.,,,,,Occasional human moments but overall feels overly cooperative and tolerant., multiple mangled words. Different language word was mixed in the script at the very start, Occasional natural lines but stilted phrasing dominates.,,3,,,,,,True
hi,43_hi_identity,6ba7e100-3f87-4161-919a-31c0ff1715de,0,agent,unresponsive,Agent has delayed response and is not able to understand back channeling and keeps repeating same sentence which frustrates the user,1,3,3,2,2,2,3,2,Noticeably synthetic — robotic quality,,,"poorly placed — mid-sentence, mechanically regular",interrupts too early or at bad moments,"Predominantly unrealistic — too patient with errors, no frustration when warranted, flat affect",,"overly complete sentences, formal word choice, or repeated canned constructions.",,3,,,,,,True
hi,36_hi_identity,6bae1591-bd24-406e-ab1d-1abae5f930ef,0,agent,logical,Agent didn't call for order number and user details didn't have details of different orders either. Agent didn't read order number correctly.,1,3,2,3,3,2,3,2,"Prosody feels mechanical — a 'reading aloud' cadence, forced emotion, or misplaced emphasis. More artificial than natural. inappropriate delivery with little variation in pitch, pace, or emphasis.",,Timing is off for most of the conversation,,,Predominantly unrealistic,,"overly complete sentences, formal word choice, or repeated canned constructions. Occasional natural lines but stilted phrasing dominates.
3
",,1,overall,,"repetition, turn_taking, unnatural_language, social_offense, intonation_delivery",social_offense,Agent's pace is too fast while talking. User sounds robotic. agent misgenders itself.,True
hi,41_hi_identity,6c03fce7-3585-432b-aed0-e10e5f9e304c,0,agent,unresponsive,There was a long pause from the agent it didn't let user know its working on finding the reservation and will need sometime due which user canceled the call.,3,3,2,3,2,3,3,2,,,Variation exists but doesn't match context. More rigid than natural.,, interrupts too early or at bad moments.,,,Occasional natural lines but stilted phrasing dominates,,2,overall,,"latency, turn_taking, intonation_delivery",latency,"Latency, unresponsive stretches was frustrating for the user. Agent's dialogue delivery at the end is very robotic.",True
hi,11_hi_identity,6cfa9b96-bfea-40da-b2f0-4d28ccc70044,1,agent,logical,"""tabdili"" is very uncommon word and makes the conversation dramatic. Agent's greeting sound is dramatic as well. It is not common to say letter by letter LAS and DEN generally we say city name. There is refund amount mismatch.. User script sounded very robotic, and agent speaks in different Gender than what it appears to be.",1,3,3,3,3,2,3,2,"Noticeably synthetic — robotic quality, unnatural pronunciation",,,,,Occasional human moments but overall feels overly cooperative and tolerant.,,"formal word choice, or repeated canned constructions. Occasional natural lines but stilted phrasing dominates. User delivery of speech is very robotic",,3,,,,,,True
hi,18_hi_identity,6d06b0fd-738c-4189-90ce-0bd5860e5535,1,agent,logical,No tools were called to check the details and help user with the requests.,3,3,2,3,2,3,3,3,,,Timing is off for most of the conversation,,nterrupts too early or at bad moments,,,,,2,overall,,"latency, repetition",latency,"Latency is one of the reason and dead air, long pauses, unresponsive stretches which made it frustrating for the caller.",True
hi,37_hi_identity,6d56f410-daf7-4439-80c6-d517dfa47e74,0,agent,logical,"Agent talks as 3rd person. Agent was not able to interpret the correct user id of the user and called for wrong user id details. Agent ended call abruptly and transferred call without notifying user.
",2,3,3,3,3,2,3,1,"Prosody feels mechanical — a 'reading aloud' cadence, forced emotion, or misplaced emphasis. More artificial than natural.",,,,,overall feels overly cooperative and tolerant.,,Wording reads like a script or a chatbot —  templated,,2,overall,,"unnatural_language, intonation_delivery",intonation_delivery,Agent talks as 3rd person.,True
hi,49_hi_identity,725cf83c-4ec4-4aca-8807-7965224e7f01,0,agent,logical,Delay in tool calling Agent asked user to repeat the user details even though it was able to retrieve correct user details. Agents speech overlaps with user talking.,2,3,3,2,3,1,3,2,"Prosody feels mechanical — a 'reading aloud' cadence, forced emotion, or misplaced emphasis. More artificial than natural.
",,,mostly poorly placed. More awkward than natural.,,information delivered in a robotic sequence. No genuine engagement.,,"formal word choice, or repeated canned constructions. Occasional natural lines but stilted phrasing dominates.",,3,,,,,,True
hi,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy]_hi_identity,75c871b6-a9d3-4bea-9599-09169b1e0828,1,agent,logical,Agent didn't call for tool to check all the line to check which line had issue that user is asking help for and didn't call for bills to check if that can be one of the reason,2,3,3,2,3,2,3,2,"Prosody feels mechanical — a 'reading aloud' cadence, forced emotion, or misplaced emphasis. More artificial than natural.",,,"Back channelling  is just twice but mostly poorly placed — mid-sentence, mechanically.",,"too patient with errors, no frustration when warranted",,"ormal word choice, or repeated canned constructions. Occasional natural lines but stilted phrasing dominates.",,3,,,,,,True
hi,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None]_hi_identity,76256b47-c142-4f6b-904c-b1d33a0d261b,0,agent,early_termination,User didn't toggle to check roaming once activated. Call was transferred abruptly without notifying the user.,3,3,3,1,3,3,3,3,,,,Never backchannels (even during long agent speech),,,,,,3,,,,,,True
hi,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None]_hi_identity,7a60d002-af92-4cb1-ae94-4f821c984fd1,0,agent,vad,Agent's voice overlap's user's when it is sharing some information. Agent's script has tool call set_network_mode_preference instead of usual ways of writing,3,3,1,2,2,3,3,3,,,Turn taking overlaps agent's instruction  when caller is talking at the same time.,"mostly poorly placed — mid-sentence, mechanically regular","interrupts too early or at bad moments, or is too passive when the agent repeats itself.",,,,,2,overall,,"turn_taking, social_offense, intonation_delivery",social_offense,Agent and user turn taking overlaps which misses listening to important infromation,True
hi,[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:None]_hi_identity,7cdb5c32-c2ab-4297-8202-3243ab6b10d9,0,agent,early_termination,Agent talks as 3rd person. Agent terminates the call abruptly.,2,3,3,3,2,2,3,2,"Prosody feels mechanical — a 'reading aloud' cadence, forced emotion, or misplaced emphasis. More artificial than natural.",,,,interrupts too early or at bad moments.,Occasional human moments but overall feels overly cooperative and tolerant.,,"overly complete sentences, formal word choice, or repeated canned constructions. Occasional natural lines but stilted phrasing dominates.",,3,,,,,,True
hi,[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None]_hi_identity,7d28e253-25f3-4851-986f-480a137ce788,1,agent,logical,Agent didn't call too to check all the lines mentioned in user details.  Agent Script is too formal. Call was transferred before user's acknowledgment. Agent's speech is bit accented.,3,3,3,1,3,3,3,3,,,,Never backchannels (even during long agent speech),,,,,,3,,,,,,True
hi,[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard]_hi_identity,7ec04e18-fd7f-4b36-a055-a293db65032a,1,agent,early_termination,Agent speech is impolite at some places. User's speech delivery is very robotic and dramatic. Call was transferred abruptly without notifying the user.,2,3,3,2,3,2,3,2,"Prosody feels mechanical — a 'reading aloud' cadence, forced emotion, or misplaced emphasis. More artificial than natural.",,," mid-sentence, mechanically regular, or forced. May backchannel unnecessarily during short response",," too patient with errors, no frustration when warranted, flat affect. Occasional human moments but overall feels overly cooperative and tolerant.",,"overly complete sentences, formal word choice, or repeated canned constructions. Occasional natural lines but stilted phrasing dominates.",,3,,,,,,True
hi,83_hi_identity,dce7a439-31de-48d6-8b4c-4a0c58df9011,1,agent,logical,Call was transferred abruptly without notifying the user. Agent didn't guide the user if zip code was incorrectly associated with user name or Agent didn't  called for right user id matching the zip code user mentioned. Agent also talks in 3rd person form.,3,3,3,3,3,3,3,3,,,,,,,,,,3,,,,,,True
hi,23_hi_identity,de2eca1b-2e9f-41c9-84dd-b6de763f8dd1,1,agent,transcription,Agent speaks like third person. Booking timings are different in script and audio.  Call was transferred abruptly.,1,3,3,2,3,2,2,1," robotic quality, unnatural pronunciation, or artifacts. Flat or inappropriate delivery with little variation in pitch, pace, or emphasis.",,," poorly placed — mid-sentence, mechanically regular,",,Occasional human moments but overall feels overly cooperative and tolerant.,Several noticeable mismatches between transcript and audio,Agent talks as 3rd person,,2,tick,802,"transcription, turn_taking, unnatural_language, intonation_delivery",transcription,"Agent talks as 3rd person and interruption isn't justified, Agent misreads the flight times as well.  User keeps repeating the requests and also agent's response sometimes. User's dialogue delivery is very robotic.",True
hi,[service_issue]break_apn_settings|overdue_bill_suspension|unseat_sim_card[PERSONA:Hard]_hi_identity,e5619d61-13a7-4b00-9489-e3ebfe7b6e9d,0,agent,early_termination,Call was terminated abruptly due to which user was not able to perform further steps of rebooting the phone.,3,3,3,2,3,3,3,3,,,,Backchannels exist but mostly poorly placed,,,,,,3,,,,,,True
hi,5_hi_identity,e73fbf46-f6dc-4192-9a8e-58040b88cf06,0,agent,logical,Agent didn't call tools to check the reservation mentioned in user details. Which could have helped user resolve its issue. There was some latency too from the agent side to reply to user. Also call ended abruptly without notice to the user.,3,3,3,3,3,3,3,3,,,,,,,,,,3,,,,,,True
hi,[mobile_data_issue]bad_network_preference|bad_vpn|user_abroad_roaming_enabled_off[PERSONA:Easy]_hi_identity,eb0c9e0c-5dae-4449-b39c-084277fe650c,1,user,transcription,User uses tool call functions.toggle_roaming()	 as script,2,3,3,2,3,2,3,2,More artificial than natural.,,,"mostly poorly placed — mid-sentence, mechanically regular, or forced. Doesn't backchannels as needed",,"mostly poorly placed — mid-sentence, mechanically regular, or forced.",,"verly complete sentences, formal word choice, or repeated canned constructions. Occasional natural lines but stilted phrasing dominates.",,3,,,,,,True
hi,70_hi_identity,eed7f34e-b109-4d14-a5c8-4f19283090b5,0,agent,hallucination,Agent assumed and called for wrong email at the beginning of the call. Misaligned gender of agent persona.,3,3,3,2,3,3,3,3,,,,"Backchannels exist but mostly poorly placed — mid-sentence, mechanically regular, or forced",,,,,,3,,,,,,True
ko,3_ko_identity,4b03e3d8-694f-46d5-a491-1f4994a8d76c,0,,,The call concluded successfully.,3,3,3,3,3,3,2,2,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,"The caller incorrectly used the Sino-Korean pronunciation ('삼개',’일개’) instead of the Native Korean pronunciation ('세개',’한개’).",,3,,,,,,True
ko,5_ko_identity,4c12067a-298e-4f31-b607-57ee227c22b1,1,,,"Although a transcription error occurred at 0:54 where the agent misheard the caller's name, the agent successfully located the correct user account, processed the caller's request, and successfully completed the call.",3,3,3,3,3,3,2,3,,,,,,,"At 7:18, the final portion of the caller’s statement was completely missing from the transcript.

At 0:00 the first portion of the agent’s statement was completely missing from the transcript.",,,3,,,,,,True
ko,58_ko_identity,5120fbf8-e871-489b-9ab5-057c4e46ad58,1,agent,logical,"At 3:10, the agent prematurely processed the exchange request without obtaining the user's confirmation. Consequently, the system could no longer accommodate the customer's full request because the state had already changed. Although the caller requested two distinct changes from the start, the agent only processed one and had to transfer the call.",3,3,3,2,3,3,2,3,,,,"The caller repeatedly made mechanical interjections like '음' (hmm) at 3:07, 3:31, and 4:17. At 3:07, the agent mistook this interjection for a confirmation and prematurely processed the change.",,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,The agent's phrasing '0.5 차액이 정산' sounds awkward and confusing; the fare difference should be presented clearly using standard South Korean Won (KRW) currency format such as '500원'rather than a raw decimal.,2,tick,953,"comprehension_logic, unnatural_language",comprehension_logic,"At 3:10, the agent prematurely processed the exchange request without obtaining the user's confirmation. Consequently, the system could no longer accommodate the customer's full request because the state had already changed. Although the caller requested two distinct changes from the start, the agent only processed one and had to transfer the call.",True
ko,26_ko_identity,529f4e62-9bbc-4627-af59-5b4104d36efa,1,agent,transcription,"At 1:23, the agent failed to capture the caller’s last name, incorrectly logging 'SHIM' instead of 'SHIN.' Ultimately, the agent went unresponsive, prompting the frustrated caller to disconnect.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,2,tick,792,"transcription, latency",latency,"At 1:23, the agent failed to capture the caller’s last name, incorrectly logging 'SHIM' instead of 'SHIN.' Ultimately, the agent went unresponsive, prompting the frustrated caller to disconnect.",True
ko,16_ko_identity,621883ab-f6ef-4129-9db6-94470add39f0,0,agent,transcription,"Although the call concluded successfully, several errors occurred during the session. The initial issue arose at 0:42, when the agent did an ASR transcription error despite the caller providing accurate information but they figured out the right information after all. Additionally, the conversation experienced some interruptions from the caller(7:03~9:01).",3,3,3,2,3,3,2,3,,,,"From 7:03 to 9:01, the caller repeatedly made mechanical interjections like '음' (hmm), though it was not frequent or disruptive enough to interrupt the agent's flow.",,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,"Agent phrasing_naturalness issue : At 7:04, '5영업일' sounds awkward as it translates literally to '5 business days.' It should be replaced with a more natural phrasing like '영업일 기준 5일 이내에' (within 5 business days).",3,,,,,,True
ko,[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard]_ko_identity,63a4ea6a-7e01-42b4-a92e-e80271e4bcfc,0,agent,early_termination,"While the agent was unable to locate the caller’s information, both the agent and the caller actively tried to figure out how to retrieve the account data, but the call stopped abruptly.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,"At 0:32, the agent mentioned that an search had failed. This information did not need to be shared with the customer, as it was an internal system process executed with hallucination number before any caller data was provided.",2,tick,1492,"repetition, other",other,"While the agent was unable to locate the caller’s information, both the agent and the caller actively tried to figure out how to retrieve the account data, but the call stopped abruptly.",True
ko,[mobile_data_issue]bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy]_ko_identity,64f58776-93f7-433e-a0dd-9b58d86c190b,0,agent,vad,"At 0:13, the agent abruptly interrupted the caller and performed two hallucinated account lookups despite the caller providing the correct input. Ultimately, the agent disconnected the call abruptly at the end.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,2,tick,275,"transcription, repetition, turn_taking",transcription,"At 0:13, the agent abruptly interrupted the caller and performed two hallucinated account lookups despite the caller providing the correct input. Ultimately, the agent disconnected the call abruptly at the end.",True
ko,26_ko_identity,652bf288-2e1c-47ee-be5c-79dd6c891d34,0,,,"The caller insisted on canceling and receiving a refund, so the agent transferred the call to a human representative.",3,3,3,3,3,3,2,4,,,,,,,"At 1:59, the '[sniffle][sniffle][sniffle]' tags are included in the transcript, but the corresponding sounds are missing from the audio.

At 0:00 the first portion of the agent’s statement was completely missing from the transcript.",,,3,,,,,,True
ko,52_ko_identity,693321f8-16e5-40e4-98d0-0cf28e4567e3,1,,,"The call transferred to the human agent due to the info the caller provided does not match from the system(the agent put space in the caller’s first name, ‘JI EUN’ instead of ‘Jieun', which is not a standard transcription error.",3,3,3,2,3,3,2,3,,,,"0:15, 0:56 - Unnatural back channeling ('음', '음')",,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,3,,,,,,True
ko,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None]_ko_identity,6a04ce76-e963-448b-b4df-3c8bfbf87e6a,0,agent,unresponsive,"Agent went completely unresponsive immediately after the initial greeting, resulting in a customer-initiated disconnect.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,2,tick,23,latency,latency,"Agent went completely unresponsive immediately after the initial greeting, resulting in a customer-initiated disconnect.",True
ko,20_ko_identity,6a83972c-e11d-4836-93ea-1d7641540139,0,agent,vad,"0:39 - Call failure initiated; system interrupted caller during ID input and looped generic info.
2:18 - Ongoing transcription errors forced caller to repeat info repeatedly.
9:19 - Caller expressed severe frustration ('아 진짜 이거 몇 번을 말해요'-Seriously, how many times do I have to say this...) before the call ultimately failed and transferred",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,"Agent Pronunciation error: '11시' was read as Sino-Korean ('십일') instead of Native Korean ('열한'), which sounds awkward to native speakers.

Agent phrasing_naturalness : At 1:42, the agent's remark '보여서 다행이에요' sounds out of context.",1,tick,2799,"transcription, repetition, unnatural_language",repetition,"The call began to fail at 0:39 when the agent interrupted the caller while they were providing their ID. The system then repeatedly looped generic information. This transcription error persisted at 2:18, forcing the caller to repeat the same information continuously until the end. Finally, at 9:19, the frustrated caller said, '아 진짜 이거 몇 번을 말해요…' (Seriously, how many times do I have to say this...) before the call failed completely and was transferred.",True
ko,0_ko_identity,6af56ff0-86c5-42d5-a774-5bf9a2b21d0b,1,agent,transcription,"At 1:23, the agent failed to hear the caller's information at all. Ultimately, the agent remained unresponsive for over a minute, leading the frustrated caller to hang up.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,2,overall,,"transcription, latency",transcription,"At 1:23, the agent failed to hear the caller's information at all. Ultimately, the agent remained unresponsive for over a minute, leading the frustrated caller to hang up.",True
ko,89_ko_identity,6b45b134-71b4-4832-ab59-13962ec5b2b0,1,,,"Although there were several minor issues during the session, the call concluded successfully.",3,3,2,3,3,3,2,3,,,Pacing Issue: Long numerical strings (order numbers/item IDs) were read continuously without necessary pauses.,,,,"1. At 0:00, 2:00 2:34, the caller's sneeze ('achu') was missing from the transcript.

2. At 6:52, the final portion of the caller’s statement was completely missing from the transcript.
",,"Agent Error :
1. 1:25, 3:58 (System Text Leak): Agent read internal function calls (list_all_product_types / get_product_details) directly to the caller.
2. Awkward Phrasing: Agent stated '우진님 정책에 따라'(""According to Woojin's policy"") instead of the standard customer service phrase '고객님 요청대로'(""As requested"").",3,,,,,,True
ko,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None]_ko_identity,6be55c69-ce49-439a-a8e6-e03bda32372d,0,agent,transcription,"Clear transcription errors occurred at 1:06 and 2:43 despite the caller providing the correct input. Ultimately, the call stopped abruptly at the end.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,"Agent Error :
Clear transcription errors occurred at 1:06 and 2:43 despite the caller providing the correct input.
Agent interrupt the caller while she provide the info at 1:36.
",2,tick,334,"transcription, repetition, turn_taking",transcription,"Clear transcription errors occurred at 1:06 and 2:43 despite the caller providing the correct input. Ultimately, the call stopped abruptly at the end.",True
ko,[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None]_ko_identity,6bf22b9d-4063-4815-bc80-06991bb16f4f,0,,,"Although there were several issues occurred during the session, the call transferred successfully.",3,3,3,2,2,3,2,3,,,,"From 6:29, the caller repeatedly made mechanical interjections like '음' (hmm) which is unnatural.","At 3:31, 4:35, 4:49, and 5:23, the agent and the caller repeatedly talked over and interrupted each other, causing their statements to overlap and conflict.",,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,3,,,,,,True
ko,12_ko_identity,6cf8d224-81e2-4efc-8fee-83cee6cb0e78,1,agent,transcription,"At 0:37, the agent failed to hear the caller's information at all. Ultimately, the agent remained unresponsive for over a minute, leading the frustrated caller to hang up.",3,3,3,3,3,3,2,3,,,,,,,"At 0:08, the caller's coughing sound was not transcribed.
At 0:00 the first portion of the agent’s statement was completely missing from the transcript.",,,2,overall,,"transcription, latency",latency,"At 0:37, the agent failed to hear the caller's information at all. Ultimately, the agent remained unresponsive for over a minute, leading the frustrated caller to hang up.",True
ko,41_ko_identity,6d0486e2-28d6-40e0-a661-1cdccfbcf313,1,agent,transcription,"At 1:25, the agent failed to accurately capture the caller’s user ID, forcing the caller to repeat it several times while continuously logging it incorrectly. Later, the agent went unresponsive, prompting the frustrated caller to disconnect.",3,3,3,3,3,3,2,3,,,,,,,"At 0:00 the first portion of the agent’s statement was completely missing from the transcript.
",,"Agent side error:
0:09 - Wrong transcription for '드릴좋아요'.
Agent had multiple delayed responses mid-call before a final extended silence caused the frustrated caller to hang up.",2,tick,428,"transcription, latency, repetition",transcription,"At 1:25, the agent failed to accurately capture the caller’s user ID, forcing the caller to repeat it several times while continuously logging it incorrectly. Later, the agent went unresponsive, prompting the frustrated caller to disconnect.",True
ko,[mobile_data_issue]data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard]_ko_identity,6dc7363b-4ee8-40aa-ae53-f47a99cd46e7,0,agent,logical,"The agent was unable to locate the caller’s information because at 0:47 and 1:30, they attempted to look up the account using English characters even though the caller had provided their name in Korean. Ultimately, the call disconnected abruptly in the middle of their conversation.",3,3,3,3,3,3,2,3,,,,,,,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,2,tick,239,"repetition, other",other,"1. Lookup Error (0:47, 1:30): Agent failed to find the account by incorrectly searching with English characters instead of the provided Korean name.
2. Call Drop: Interaction disconnected abruptly mid-conversation.",True
ko,85_ko_identity,70caba9f-7848-4299-a068-b4a5ff99ffbf,1,,,"Despite poorly timed backchannels from the caller's side, the call proceeded smoothly.",3,3,3,2,2,3,2,3,,,,"The caller repeatedly made mechanical interjections like '음' (hmm) at 3:43 and 4:25. Furthermore, between 5:11 and 5:28, the '음' (hmm) backchannel occurred four times, sounding highly unnatural and rising to the level of interrupting the agent.","Between 5:11 and 5:28, the '음' (hmm) backchannel occurred four times, sounding highly unnatural and rising to the level of interrupting the agent.
",,At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,3,,,,,,True
ko,21_ko_identity,7197e600-bb0a-4b55-8d90-8a96423c4339,0,,,"The call ended successfully. The agent and the caller communicated effectively when resolving confusion regarding specific numbers, such as item IDs.",3,3,2,3,3,2,2,3,,,Pacing Issue: Long numerical strings (order numbers/item IDs) were read continuously without necessary pauses.,,,"The caller tends to recite long numbers (such as order numbers and item IDs), requests, and confirmations mechanically. Given the length of these numbers, this lack of pacing feels unnatural and unlike human behavior. (Observed at 5:22, 6:27, 7:23, and 8:56).",At 0:00 the first portion of the agent’s statement was completely missing from the transcript.,,,3,,,,,,True
ko,97_ko_identity,72313453-53b2-44dc-b01d-707424e15d34,1,agent,transcription,"Although the call concluded successfully, there were several minor issues during the session.(Transcription, wrong pronunciation,etc)

",3,3,3,2,3,3,2,3,,,,"From 6:51 to 7:10, the caller repeatedly made mechanical interjections like '음' (hmm) 4 times awkwardly.",,,"1. At 0:00 the first portion of the agent’s statement was completely missing from the transcript.
2. At 6:52, the final portion of the caller’s statement was completely missing from the transcript.
3. At 3:08, the caller's sneeze ('achu') was missing from the transcript.",,"Agent Error:
1. Acoustic Error: Incorrect pronunciation of number string '#W6750959' (misread with an '8' phoneme sound).
2. Localization Failure: System status updates ('pending', 'items modified') leaked directly in English text-to-speech rather than being presented in localized Korean",3,,,,,,True
ko,47_ko_identity,75390f27-8ad2-4483-862e-f1f6307288ec,1,,,"The call concluded with a dispute between the caller—who provided their account ID, zip code, and order number—and the agent, who insisted that verification was impossible using just the user ID or order number. It seems unusual that verification could not be completed despite the caller providing both a valid user ID and an order number.",2,3,3,3,3,3,2,3,Pronunciation Error: The pronunciation of 'Cho' in the name 'Seungmin Cho' sounds unnatural.,,,,,,"The transcript and the audio do not match; the greeting '안녕하세요, 무엇을 도와드릴까요?' is missing from the audio.",,,2,overall,,"repetition, other",other,"The call concluded with a dispute between the caller—who provided their account ID, zip code, and order number—and the agent, who insisted that verification was impossible using just the user ID or order number. It seems unusual that verification could not be completed despite the caller providing both a valid user ID and an order number.",True
ko,[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard]_ko_identity,75e333c3-0d02-4d50-8158-d6d65cb437d2,1,,,"Although there were several minor issues during the session, the troubleshooting call concluded successfully.
",3,3,3,2,3,3,2,2,,,,"From 7:21 to the end, the caller repeatedly made mechanical interjections like '음' (hmm) frequently, which is awkward.
",,,"At 0:00 the first portion of the agent’s statement was completely missing from the transcript.
","The agent use English pronunciations for 4G (""Four-G"") and 5G (""Five-G"") coreectly, but the caller uses Korean pronunciation for ""사 지"", ""오 지""). In Korea, cellular generations are standard loanwords and should always be spoken using English numbers.","At 9:04, right in the middle of the conversation, the agent suddenly blurted out the initial greeting, '네, 안녕하세요!' (Yes, hello!), which was highly unnatural and out of context.",3,,,,,,True
